Track,Artist,Album,URL,Genre,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
All The Small Things,blink-182,Enema Of The State,https://open.spotify.com/track/2m1hi0nfMR9vdGC8UcrnwU,punk,0.434,0.897,-4.918,0.0488,0.0103,0.0,0.612,0.684,148.726
"You're Gonna Go Far, Kid",The Offspring,"Rise And Fall, Rage And Grace",https://open.spotify.com/track/6TfBA04WJ3X1d1wXhaCFVT,punk,0.55,0.917,-3.159,0.0638,0.00428,0.0,0.197,0.601,126.115
Cigarette Daydreams,Cage The Elephant,Melophobia,https://open.spotify.com/track/2tznHmp70DxMyr2XhWLOW0,punk,0.636,0.676,-3.442,0.0263,0.0807,0.0,0.0831,0.273,113.98
Santeria,Sublime,Sublime,https://open.spotify.com/track/2hnMS47jN0etwvFPzYk11f,punk,0.682,0.765,-5.021,0.0395,0.0268,3.42e-05,0.188,0.567,90.807
Freaks,Surf Curse,Freaks,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr,punk,0.345,0.941,-9.918,0.0466,3.84e-05,0.633,0.0511,0.407,179.626
Seven Nation Army,The White Stripes,Elephant,https://open.spotify.com/track/3dPQuX8Gs42Y7b454ybpMR,punk,0.743,0.446,-7.807,0.0683,0.0039,0.118,0.337,0.278,123.596
What's My Age Again?,blink-182,Enema Of The State,https://open.spotify.com/track/4LJhJ6DQS7NwE7UKtvcM52,punk,0.391,0.951,-7.419,0.0692,0.0126,0.000378,0.0878,0.468,157.66
Misery Business,Paramore,Riot!,https://open.spotify.com/track/6SpLc7EXZIPpy0sVko0aoU,punk,0.517,0.906,-3.677,0.0735,0.00272,9.26e-06,0.113,0.731,172.977
King For A Day,Pierce The Veil,Collide With The Sky,https://open.spotify.com/track/1IT0WQk5J8NsaeII8ktdlZ,punk,0.403,0.965,-2.238,0.0964,3.81e-05,0.000276,0.341,0.431,112.363
The Middle,Jimmy Eat World,Bleed American,https://open.spotify.com/track/6GG73Jik4jUlQCkKg9JuGO,punk-rock,0.643,0.849,-5.428,0.0526,0.0371,0.0,0.058,0.903,162.152
Cigarette Daydreams,Cage The Elephant,Melophobia,https://open.spotify.com/track/2tznHmp70DxMyr2XhWLOW0,punk-rock,0.636,0.676,-3.442,0.0263,0.0807,0.0,0.0831,0.273,113.98
Seven Nation Army,The White Stripes,Elephant,https://open.spotify.com/track/3dPQuX8Gs42Y7b454ybpMR,punk-rock,0.743,0.446,-7.807,0.0683,0.0039,0.118,0.337,0.278,123.596
All The Small Things,blink-182,Enema Of The State,https://open.spotify.com/track/2m1hi0nfMR9vdGC8UcrnwU,punk-rock,0.434,0.897,-4.918,0.0488,0.0103,0.0,0.612,0.684,148.726
"You're Gonna Go Far, Kid",The Offspring,"Rise And Fall, Rage And Grace",https://open.spotify.com/track/6TfBA04WJ3X1d1wXhaCFVT,punk-rock,0.55,0.917,-3.159,0.0638,0.00428,0.0,0.197,0.601,126.115
Santeria,Sublime,Sublime,https://open.spotify.com/track/2hnMS47jN0etwvFPzYk11f,punk-rock,0.682,0.765,-5.021,0.0395,0.0268,3.42e-05,0.188,0.567,90.807
Misery Business,Paramore,Riot!,https://open.spotify.com/track/6SpLc7EXZIPpy0sVko0aoU,punk-rock,0.517,0.906,-3.677,0.0735,0.00272,9.26e-06,0.113,0.731,172.977
Teenagers,My Chemical Romance,The Black Parade,https://open.spotify.com/track/7j31rVgGX9Q2blT92VBEA0,punk-rock,0.463,0.857,-3.063,0.0632,0.0506,0.0,0.184,0.856,111.647
Ain't No Rest for the Wicked,Cage The Elephant,Cage The Elephant (Expanded Edition),https://open.spotify.com/track/3Pzh926pXggbMe2ZpXyMV7,punk-rock,0.636,0.849,-7.075,0.106,0.0438,0.0,0.372,0.917,156.036
What's My Age Again?,blink-182,Enema Of The State,https://open.spotify.com/track/4LJhJ6DQS7NwE7UKtvcM52,punk-rock,0.391,0.951,-7.419,0.0692,0.0126,0.000378,0.0878,0.468,157.66
2055,Sleepy Hallow,Still Sleep?,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo,r-n-b,0.829,0.512,-5.865,0.187,0.492,0.0,0.12,0.638,80.511
A N X I E T Y (feat. Doechii),Sleepy Hallow,Boy Meets World,https://open.spotify.com/track/3FjK86616FbluOfTxNK2gY,r-n-b,0.931,0.401,-8.756,0.158,0.399,2.05e-06,0.266,0.613,128.871
No Diggity,Blackstreet,Another Level,https://open.spotify.com/track/6MdqqkQ8sSC0WB4i8PyRuQ,r-n-b,0.867,0.646,-4.674,0.288,0.303,0.0,0.279,0.67,88.634
Calling My Phone,Lil Tjay,Destined 2 Win,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE,r-n-b,0.907,0.393,-7.636,0.0539,0.451,1.35e-06,0.135,0.202,104.949
Crazy Train,Ozzy Osbourne,Blizzard Of Ozz (40th Anniversary Expanded Edition),https://open.spotify.com/track/7ACxUo21jtTHzy7ZEV56vU,r-n-b,0.454,0.913,-4.008,0.107,0.408,0.000271,0.248,0.521,137.688
Running Up That Hill (A Deal With God),Kate Bush,Hounds Of Love,https://open.spotify.com/track/1PtQJZVZIdWIYdARpZRDFO,r-n-b,0.629,0.545,-13.123,0.0546,0.719,0.00308,0.0604,0.194,108.376
F.N,Lil Tjay,True 2 Myself,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu,r-n-b,0.567,0.515,-10.265,0.247,0.354,0.0,0.078,0.321,120.1
"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,Who Loves You,https://open.spotify.com/track/1hQFF33xi8ruavZNyovtUN,r-n-b,0.737,0.495,-13.489,0.027,0.0588,9.12e-06,0.0542,0.967,104.409
Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,Destined 2 Win,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP,r-n-b,0.88,0.575,-6.091,0.163,0.415,0.0,0.109,0.671,120.031
Headshot (feat. Polo G & Fivio Foreign),Lil Tjay,Destined 2 Win,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv,r-n-b,0.808,0.639,-7.266,0.279,0.0802,0.0,0.15,0.395,118.0
MONACO,Bad Bunny,nadie sabe lo que va a pasar mañana,https://open.spotify.com/track/4MjDJD8cW7iVeWInc2Bdyj,reggae,0.787,0.621,-5.009,0.068,0.15,0.000402,0.58,0.13,139.056
La Bebe - Remix,Yng Lvcas,La Bebe (Remix),https://open.spotify.com/track/2UW7JaomAMuX9pZrjVpHAU,reggae,0.812,0.479,-5.678,0.333,0.213,1.21e-06,0.0756,0.559,169.922
LALA,Myke Towers,LA VIDA ES UNA,https://open.spotify.com/track/7ABLbnD53cQK00mhcaOUVG,reggae,0.708,0.737,-4.045,0.0436,0.0739,0.00162,0.0955,0.607,91.986
QLONA,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),https://open.spotify.com/track/5RqSsdzTNPX1uzkmlHCFvK,reggae,0.841,0.738,-7.455,0.307,0.52,0.0,0.0892,0.484,169.918
FINA,Bad Bunny,nadie sabe lo que va a pasar mañana,https://open.spotify.com/track/3nNmRE0DxHC6ZaKkrpUumS,reggae,0.847,0.724,-5.41,0.298,0.0869,1.11e-06,0.118,0.396,94.601
UN PREVIEW,Bad Bunny,UN PREVIEW,https://open.spotify.com/track/63ui2w3QJBp8xx0c1MJB2Z,reggae,0.786,0.814,-3.318,0.0873,0.0383,3.67e-05,0.22,0.365,95.084
PERRO NEGRO,Bad Bunny,nadie sabe lo que va a pasar mañana,https://open.spotify.com/track/7iQXYTyuG13aoeHxGG28Nh,reggae,0.911,0.778,-2.248,0.262,0.0887,2.16e-05,0.179,0.345,96.057
QLONA,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),https://open.spotify.com/track/3XB5uhhlYSnkxpSihkNQwh,reggae,0.842,0.756,-7.409,0.338,0.525,2.21e-06,0.0871,0.421,169.925
Classy 101,Feid,Classy 101,https://open.spotify.com/track/6XSqqQIy7Lm7SnwxS4NrGx,reggae,0.859,0.658,-4.79,0.159,0.145,0.0,0.12,0.672,100.065
HIBIKI,Bad Bunny,nadie sabe lo que va a pasar mañana,https://open.spotify.com/track/4qSEvFGCpde73gqIuq3sho,reggae,0.801,0.645,-5.605,0.0706,0.604,0.0,0.118,0.528,119.935
MONACO,Bad Bunny,nadie sabe lo que va a pasar mañana,https://open.spotify.com/track/4MjDJD8cW7iVeWInc2Bdyj,reggaeton,0.787,0.621,-5.009,0.068,0.15,0.000402,0.58,0.13,139.056
La Bebe - Remix,Yng Lvcas,La Bebe (Remix),https://open.spotify.com/track/2UW7JaomAMuX9pZrjVpHAU,reggaeton,0.812,0.479,-5.678,0.333,0.213,1.21e-06,0.0756,0.559,169.922
LALA,Myke Towers,LA VIDA ES UNA,https://open.spotify.com/track/7ABLbnD53cQK00mhcaOUVG,reggaeton,0.708,0.737,-4.045,0.0436,0.0739,0.00162,0.0955,0.607,91.986
QLONA,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),https://open.spotify.com/track/5RqSsdzTNPX1uzkmlHCFvK,reggaeton,0.841,0.738,-7.455,0.307,0.52,0.0,0.0892,0.484,169.918
FINA,Bad Bunny,nadie sabe lo que va a pasar mañana,https://open.spotify.com/track/3nNmRE0DxHC6ZaKkrpUumS,reggaeton,0.847,0.724,-5.41,0.298,0.0869,1.11e-06,0.118,0.396,94.601
UN PREVIEW,Bad Bunny,UN PREVIEW,https://open.spotify.com/track/63ui2w3QJBp8xx0c1MJB2Z,reggaeton,0.786,0.814,-3.318,0.0873,0.0383,3.67e-05,0.22,0.365,95.084
QLONA,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),https://open.spotify.com/track/3XB5uhhlYSnkxpSihkNQwh,reggaeton,0.842,0.756,-7.409,0.338,0.525,2.21e-06,0.0871,0.421,169.925
PERRO NEGRO,Bad Bunny,nadie sabe lo que va a pasar mañana,https://open.spotify.com/track/7iQXYTyuG13aoeHxGG28Nh,reggaeton,0.911,0.778,-2.248,0.262,0.0887,2.16e-05,0.179,0.345,96.057
Classy 101,Feid,Classy 101,https://open.spotify.com/track/6XSqqQIy7Lm7SnwxS4NrGx,reggaeton,0.859,0.658,-4.79,0.159,0.145,0.0,0.12,0.672,100.065
HIBIKI,Bad Bunny,nadie sabe lo que va a pasar mañana,https://open.spotify.com/track/4qSEvFGCpde73gqIuq3sho,reggaeton,0.801,0.645,-5.605,0.0706,0.604,0.0,0.118,0.528,119.935
Sweater Weather,The Neighbourhood,I Love You.,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,rock,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053
Dreams - 2004 Remaster,Fleetwood Mac,Rumours (Super Deluxe),https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,rock,0.828,0.492,-9.744,0.0276,0.0644,0.00428,0.128,0.789,120.151
I Wanna Be Yours,Arctic Monkeys,AM,https://open.spotify.com/track/5XeFesFbtLpXzIVDNQP22n,rock,0.464,0.417,-9.345,0.0256,0.136,0.022,0.0974,0.479,67.528
505,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS,rock,0.52,0.852,-5.866,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267
Everlong,Foo Fighters,The Colour And The Shape,https://open.spotify.com/track/5UWwZ5lm5PKu6eKsHAGxOk,rock,0.413,0.881,-5.541,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066
Mr. Brightside,The Killers,Hot Fuss,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B,rock,0.352,0.911,-5.23,0.0747,0.00121,0.0,0.0995,0.236,148.033
Creep,Radiohead,Pablo Honey,https://open.spotify.com/track/70LcF31zb1H0PyJoS1Sx1r,rock,0.515,0.43,-9.935,0.0372,0.0097,0.000133,0.129,0.104,91.844
Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,https://open.spotify.com/track/086myS9r57YsLbJpU0TgK9,rock,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,0.8,92.004
Fortunate Son,Creedence Clearwater Revival,Willy And The Poor Boys (Expanded Edition),https://open.spotify.com/track/4BP3uh0hFLFRb5cjsgLqDh,rock,0.64,0.663,-7.516,0.0374,0.201,0.00806,0.152,0.663,132.77
I Ain't Worried,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",https://open.spotify.com/track/4h9wh7iOZ0GGn8QVp4RAOB,rock,0.704,0.797,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994
"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,Who Loves You,https://open.spotify.com/track/1hQFF33xi8ruavZNyovtUN,rock-n-roll,0.737,0.495,-13.489,0.027,0.0588,9.12e-06,0.0542,0.967,104.409
Stand by Me,Ben E. King,Don't Play That Song (Mono),https://open.spotify.com/track/3SdTKo2uVsxFblQjpScoHy,rock-n-roll,0.65,0.306,-9.443,0.0393,0.57,7.07e-06,0.0707,0.605,118.068
Can't Help Falling in Love,Elvis Presley,Blue Hawaii,https://open.spotify.com/track/44AyOl4qVkzS48vBsbNXaC,rock-n-roll,0.396,0.293,-14.062,0.0275,0.941,0.000196,0.105,0.343,100.307
Son of a Preacher Man,Dusty Springfield,Dusty In Memphis [Deluxe Edition],https://open.spotify.com/track/7odHgoLFi3GQ90E9PeraI3,rock-n-roll,0.401,0.498,-10.682,0.0757,0.394,0.0,0.13,0.816,181.701
Can't Take My Eyes off You,Frankie Valli,Solo,https://open.spotify.com/track/0bfvHnWWOeU1U5XeKyVLbW,rock-n-roll,0.581,0.78,-7.053,0.0567,0.508,1.07e-05,0.0799,0.561,123.711
Johnny B. Goode,Chuck Berry,Berry Is On Top,https://open.spotify.com/track/2QfiRTz5Yc8DdShCxG1tB2,rock-n-roll,0.534,0.803,-9.129,0.0743,0.741,6.07e-05,0.307,0.969,167.983
Happy Together,The Turtles,Happy Together,https://open.spotify.com/track/1JO1xLtVc8mWhIoE3YaCL0,rock-n-roll,0.584,0.367,-9.638,0.0328,0.55,1.38e-05,0.0818,0.588,120.175
We Belong Together,Ritchie Valens,Ritchie Valens,https://open.spotify.com/track/7caj6X6NMX3tlhWnu1du6V,rock-n-roll,0.684,0.247,-13.71,0.0281,0.872,0.000166,0.113,0.768,106.522
I'm a Believer - 2006 Remaster,The Monkees,More of The Monkees (Deluxe Edition),https://open.spotify.com/track/3G7tRC24Uh09Hmp1KZ7LQ2,rock-n-roll,0.526,0.775,-6.05,0.0352,0.707,2.05e-05,0.217,0.962,80.106
Unchained Melody,The Righteous Brothers,Just Once In My Life,https://open.spotify.com/track/2qhASBzpbFhPRtrnZ5lLnz,rock-n-roll,0.339,0.208,-16.725,0.0308,0.396,0.000519,0.18,0.288,98.54
Can't Help Falling in Love,Elvis Presley,Blue Hawaii,https://open.spotify.com/track/44AyOl4qVkzS48vBsbNXaC,rockabilly,0.396,0.293,-14.062,0.0275,0.941,0.000196,0.105,0.343,100.307
"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,Who Loves You,https://open.spotify.com/track/1hQFF33xi8ruavZNyovtUN,rockabilly,0.737,0.495,-13.489,0.027,0.0588,9.12e-06,0.0542,0.967,104.409
Johnny B. Goode,Chuck Berry,Berry Is On Top,https://open.spotify.com/track/2QfiRTz5Yc8DdShCxG1tB2,rockabilly,0.534,0.803,-9.129,0.0743,0.741,6.07e-05,0.307,0.969,167.983
We Belong Together,Ritchie Valens,Ritchie Valens,https://open.spotify.com/track/7caj6X6NMX3tlhWnu1du6V,rockabilly,0.684,0.247,-13.71,0.0281,0.872,0.000166,0.113,0.768,106.522
Unchained Melody,The Righteous Brothers,Just Once In My Life,https://open.spotify.com/track/2qhASBzpbFhPRtrnZ5lLnz,rockabilly,0.339,0.208,-16.725,0.0308,0.396,0.000519,0.18,0.288,98.54
Beyond the Sea,Bobby Darin,That's All,https://open.spotify.com/track/3KzgdYUlqV6TOG7JCmx2Wg,rockabilly,0.521,0.516,-7.456,0.0369,0.723,0.0,0.257,0.569,136.483
Runaround Sue,Dion,Runaround Sue,https://open.spotify.com/track/1DndHckdH9m5rp6gYP086b,rockabilly,0.364,0.607,-9.791,0.125,0.451,0.0,0.251,0.598,79.987
Under the Boardwalk,The Drifters,Under the Boardwalk,https://open.spotify.com/track/65jrjEhWfAvysKfnojk1i0,rockabilly,0.747,0.226,-13.635,0.0414,0.908,0.000168,0.107,0.778,123.792
Suspicious Minds,Elvis Presley,From Elvis in Memphis,https://open.spotify.com/track/1H5IfYyIIAlgDX8zguUzns,rockabilly,0.487,0.382,-10.889,0.0309,0.0422,4.74e-06,0.411,0.714,116.557
"Oh, Pretty Woman",Roy Orbison,"Oh, Pretty Woman",https://open.spotify.com/track/48i055G1OT5KxGGftwFxWy,rockabilly,0.619,0.603,-9.481,0.0342,0.712,0.0,0.0721,0.958,127.433
Три товарища - Remastered,Maya Kristalinskaya,Поёт Майя Кристалинская (Remastered),https://open.spotify.com/track/1JihKsZjTyaqh0sPpOJqxW,romance,0.0,0.122,-20.512,0.0,0.987,0.324,0.824,0.0,0.0
Дорогой длинною,Nikolai Erdenko,Очи черные,https://open.spotify.com/track/0qh66t5Jy8llQrHqXwu1uO,romance,0.383,0.697,-12.898,0.118,0.397,0.0,0.0506,0.519,107.984
Katyusha,Georgi Vinogradov,Wartime Songs,https://open.spotify.com/track/0Wv643k6s2pxZ6FjWzdo5v,romance,0.67,0.157,-17.9,0.0928,0.347,0.00342,0.0969,0.437,125.718
"14 минут до старта - Я верю, друзья",Vladimir Troshin,14 минут до старта,https://open.spotify.com/track/5Qp1gwP49eJQtCHIkgmQfN,romance,0.574,0.372,-9.662,0.059,0.486,2.55e-06,0.268,0.463,109.242
Зеленая карета,Elena Kamburova,Дрёма. Русские колыбельные,https://open.spotify.com/track/30t7M7nfZ8rk4CznVyh9N0,romance,0.278,0.213,-17.459,0.0401,0.86,0.0149,0.0512,0.139,118.811
"Katja, Katja",Pyotr Leshchenko,Velikie ispolniteli Rossii XX veka: Pjotr Lescenko,https://open.spotify.com/track/7mgP3tfcjGQp4hGoA0etV3,romance,0.699,0.423,-12.773,0.0673,0.994,0.301,0.129,0.863,127.715
Любовь - волшебная страна,Valentina Ponomaryova,Любимые песни.ru,https://open.spotify.com/track/6I1mTKxLwLldptUn0cjbNQ,romance,0.445,0.211,-12.716,0.0577,0.93,0.0,0.116,0.214,136.231
Эти глаза напротив,Valery Obodzinsky,Вечная весна,https://open.spotify.com/track/55ft1ayoxCuxeEaUxS0zja,romance,0.503,0.613,-4.221,0.0299,0.216,0.00178,0.0672,0.523,110.985
Moscow Nights (Midnight in Moscow),Vladimir Troshin,"Moscow Nights: Popular Russian Hits, Vol. 1 (CD edition)",https://open.spotify.com/track/5iqd768c3OqV4aMhFSNbQN,romance,0.281,0.084,-20.813,0.0364,0.975,0.368,0.101,0.261,117.896
Нежность,Maya Kristalinskaya,Нежность,https://open.spotify.com/track/6gBOEgaE31SgL7d6hWzxqO,romance,0.334,0.245,-13.914,0.0319,0.872,0.0,0.0964,0.205,108.419
LADY GAGA,Peso Pluma,GÉNESIS,https://open.spotify.com/track/7mXuWTczZNxG5EDcjFEuJR,sad,0.646,0.736,-7.118,0.0449,0.216,0.0,0.415,0.873,140.098
LAGUNAS,Peso Pluma,GÉNESIS,https://open.spotify.com/track/3HOKxuTDmNVmIlCIpBiD8m,sad,0.77,0.622,-10.621,0.026,0.328,0.00603,0.149,0.792,115.952
TULUM,Peso Pluma,GÉNESIS,https://open.spotify.com/track/7bPp2NmpmyhLJ7zWazAXMu,sad,0.557,0.866,-4.454,0.0503,0.394,0.0,0.11,0.631,167.767
SABOR FRESA,Fuerza Regida,SABOR FRESA,https://open.spotify.com/track/1UMm1Qs3u59Wvk53zBUE8r,sad,0.785,0.863,-4.599,0.0893,0.0883,0.0,0.0929,0.962,130.132
Ella Baila Sola,Eslabon Armado,Ella Baila Sola,https://open.spotify.com/track/3dnP0JxCgygwQH9Gm7q7nb,sad,0.668,0.758,-5.176,0.0332,0.483,1.89e-05,0.0837,0.834,147.989
El Azul,Junior H,El Azul,https://open.spotify.com/track/1haJsMtoBhHfvuM7XWuT3W,sad,0.558,0.648,-7.081,0.055,0.226,7.76e-06,0.0986,0.844,143.876
Que Onda,Calle 24,Que Onda,https://open.spotify.com/track/6uIIdjYTxxpWOyWuVXrKQO,sad,0.808,0.944,-4.863,0.0408,0.183,1.11e-06,0.138,0.937,124.934
TQM,Fuerza Regida,TQM,https://open.spotify.com/track/368eeEO3Y2uZUQ6S5oIjcu,sad,0.786,0.853,-4.955,0.0589,0.273,0.0,0.106,0.963,125.107
Por las Noches,Peso Pluma,Por las Noches,https://open.spotify.com/track/2VzCjpKvPB1l1tqLndtAQa,sad,0.807,0.595,-7.19,0.0325,0.31,2.44e-05,0.0735,0.392,92.491
LUNA,Peso Pluma,GÉNESIS,https://open.spotify.com/track/3RA55zrRkyPK8Fd86hrMy8,sad,0.747,0.629,-8.509,0.0363,0.328,0.00409,0.154,0.793,127.819
Vivir Mi Vida,Marc Anthony,3.0,https://open.spotify.com/track/3QHMxEOAGD51PDlbFPHLyJ,salsa,0.656,0.877,-3.231,0.0342,0.345,0.0,0.349,0.894,105.018
Llorarás,Dimension Latina,Una Dimensión De Éxitos,https://open.spotify.com/track/2naqSVQHgiaoEpxtkVOhmK,salsa,0.704,0.884,-6.275,0.0527,0.549,0.000364,0.0492,0.964,93.058
Yo No Sé Mañana,Luis Enrique,Ciclos,https://open.spotify.com/track/7nDIflSHQXzaa8zupxwv3U,salsa,0.653,0.827,-3.206,0.042,0.649,0.0,0.18,0.733,95.223
Que Locura Enamorarme De Ti,Eddie Santiago,Atrevido Y Diferente,https://open.spotify.com/track/1TMxv8sfUhU55AC6Ul1PU5,salsa,0.746,0.786,-7.273,0.0428,0.538,8e-06,0.0656,0.968,93.767
Ven Devórame Otra Vez,Lalo Rodriguez,Oro Salsero,https://open.spotify.com/track/2HbmLkHkkI15eES8kpWRuI,salsa,0.643,0.602,-9.28,0.0438,0.667,8.62e-05,0.276,0.961,83.778
Suavemente,Elvis Crespo,Suavemente,https://open.spotify.com/track/7cpFmkNmh3MM0WqXPSbs9f,salsa,0.811,0.88,-2.972,0.0628,0.254,0.00146,0.0475,0.915,124.12
Tú Con Él,Frankie Ruiz,Show,https://open.spotify.com/track/7DcJXd2xxVcohwehWahFJJ,salsa,0.827,0.781,-5.914,0.0502,0.188,0.000759,0.249,0.961,95.411
Virgen,Adolescent's Orquesta,La Historia... Los Éxitos,https://open.spotify.com/track/1HWbpfmzt1YplLceHgirCv,salsa,0.66,0.756,-4.903,0.0443,0.727,0.000323,0.115,0.768,90.839
Corazon de Acero,Yiyo Sarante,Corazon de Acero,https://open.spotify.com/track/1SZMZCqVHIWgyEy2dIHsZR,salsa,0.608,0.769,-4.028,0.0434,0.484,4.77e-06,0.0529,0.948,83.892
Persona Ideal - Me Tengo Que Ir,Adolescent's Orquesta,Persona Ideal,https://open.spotify.com/track/4UHRMwbbiZ7tkeEkhyN7iB,salsa,0.527,0.59,-8.897,0.0347,0.39,0.0,0.223,0.881,96.687
The Girl From Ipanema,Stan Getz,Getz/Gilberto (Expanded Edition),https://open.spotify.com/track/7znjbX9XdoQayIrVNdd50Z,samba,0.653,0.149,-17.866,0.0392,0.867,0.000983,0.0986,0.481,130.359
Água de Beber,Astrud Gilberto,The Astrud Gilberto Album,https://open.spotify.com/track/3QKJELWORZZ7rUZDWeMWSA,samba,0.653,0.319,-17.813,0.0364,0.439,0.0,0.0906,0.845,147.858
Magalenha,Sérgio Mendes,Brasileiro,https://open.spotify.com/track/36SJ7ZFx8J1f1RsewmUwMX,samba,0.82,0.634,-13.816,0.0747,0.128,0.0,0.0971,0.716,116.625
Fly Me To The Moon,Astrud Gilberto,The Shadow Of Your Smile,https://open.spotify.com/track/7ilc2TB1RZXbQJyFs5qCiC,samba,0.595,0.306,-14.404,0.0345,0.883,0.000386,0.0733,0.464,133.63
The Girl From Ipanema - Single Version,Stan Getz,Getz/Gilberto (Expanded Edition),https://open.spotify.com/track/4qGfJb2KByjvzrwo8HNibg,samba,0.696,0.17,-16.603,0.0385,0.943,0.00154,0.106,0.523,130.967
Águas De Março,Elis Regina,Elis & Tom,https://open.spotify.com/track/15ouqiBsgL12olEwP3COsH,samba,0.654,0.393,-13.392,0.129,0.865,2.97e-06,0.123,0.533,143.801
Never Gonna Let You Go,Sérgio Mendes,Sergio Mendes,https://open.spotify.com/track/5u8bqfaYSh0qVTsgslPknf,samba,0.639,0.403,-12.401,0.0349,0.567,0.0,0.67,0.324,132.56
Mas Que Nada - 2011 Rio Version,Sérgio Mendes,Rio: Music From The Motion Picture,https://open.spotify.com/track/6eNHrgrgbMFQpQ5qFEPL6h,samba,0.517,0.647,-8.076,0.0404,0.694,0.000112,0.21,0.95,94.734
Só Danço Samba,Stan Getz,Jazz Samba Encore!,https://open.spotify.com/track/5je0CDv1Z1hT82Nek1Fjhl,samba,0.578,0.364,-15.162,0.0441,0.683,0.0539,0.105,0.723,78.073
Corcovado (Quiet Nights Of Quiet Stars),Stan Getz,Getz/Gilberto (Expanded Edition),https://open.spotify.com/track/0Wh99eifNTNqDFRtzWhCE2,samba,0.52,0.132,-17.857,0.0478,0.916,0.00101,0.246,0.377,127.355
Deep Down (feat. Never Dull),Alok,Deep Down (feat. Never Dull),https://open.spotify.com/track/7MIhUdNJtaOnDmC5nBC1fb,sertanejo,0.687,0.818,-4.221,0.0778,0.0112,0.0,0.248,0.886,125.952
Jungle,Alok,Jungle,https://open.spotify.com/track/0OvO2X2Q3i98dc5RcgEN3x,sertanejo,0.596,0.667,-5.651,0.0295,0.0524,0.000109,0.205,0.217,140.002
Não Deixa Eu Saber,Os Barões Da Pisadinha,Não Deixa Eu Saber,https://open.spotify.com/track/4C1zrTdEYE55CfWuYlYZ28,sertanejo,0.688,0.798,-4.225,0.0337,0.475,0.0,0.406,0.951,149.96
Só Me Usou,Naiara Azevedo,Só Me Usou,https://open.spotify.com/track/4SOZ0NCgelduUGMRHxvdzV,sertanejo,0.609,0.832,-3.584,0.0415,0.513,0.0,0.24,0.594,154.06
Milionário - Ao Vivo,Guilherme & Benuto,Milionário (Ao Vivo),https://open.spotify.com/track/2yIJ2CVZkTDftAsL9NPTw2,sertanejo,0.637,0.908,-3.26,0.205,0.294,0.0,0.958,0.641,133.981
Devia Ser Proibido - Ao Vivo Em Brasília,Henrique & Juliano,Pena Que Eu Não Piro Mais Tanto Assim,https://open.spotify.com/track/6mIzpqQsn9ZpnFTLuJce0H,sertanejo,0.477,0.922,-3.394,0.0606,0.112,0.0,0.371,0.521,101.571
Devia Ser Proibido - Ao Vivo Em Brasília,Henrique & Juliano,O Te Amo Sumiu Da Sua Boca,https://open.spotify.com/track/4q8GfV3UcaOgejyOSnPmUI,sertanejo,0.477,0.922,-3.394,0.0606,0.112,0.0,0.371,0.521,101.571
Devia Ser Proibido - Ao Vivo Em Brasília,Henrique & Juliano,O Namorado Mais Solteiro,https://open.spotify.com/track/1C6XVMQHVJk0AItjNGQzbY,sertanejo,0.477,0.922,-3.394,0.0606,0.112,0.0,0.371,0.521,101.571
Carta Aberta - Ao Vivo Em Brasília,Henrique & Juliano,Ela tem cheiro de problema,https://open.spotify.com/track/0hJYTBj7nKKvEtwWnMhopH,sertanejo,0.462,0.633,-7.859,0.561,0.859,0.0,0.981,0.406,88.733
