Track,Artist,Album,URL,Genre,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Bloom - Bonus Track,The Paper Kites,Woodland,https://open.spotify.com/track/1HMQmOWrkieKYWlFsjUP3D,acoustic,0.591,0.416,-9.794,0.0246,0.882,0.000641,0.112,0.415,96.003
I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,https://open.spotify.com/track/1EzrEOXmMH3G43AXT1y7pA,acoustic,0.703,0.444,-9.331,0.0417,0.559,0.0,0.0973,0.712,150.96
Hold On,Chord Overstreet,Hold On,https://open.spotify.com/track/5vjLSffimiIP26QG5WcN2K,acoustic,0.618,0.443,-9.681,0.0526,0.469,0.0,0.0829,0.167,119.949
Paint,The Paper Kites,Young North,https://open.spotify.com/track/6uHvbKL0Yi37AuvNRmUfMw,acoustic,0.364,0.308,-13.052,0.0402,0.895,0.0023,0.123,0.387,73.328
Blister In The Sun,Violent Femmes,Violent Femmes,https://open.spotify.com/track/7jIAttgQTpLDoNtykIQXjH,acoustic,0.726,0.537,-8.896,0.114,0.316,0.0,0.0707,0.882,96.889
Love Song,Sara Bareilles,Little Voice,https://open.spotify.com/track/4E6cwWJWZw2zWf7VFbH7wf,acoustic,0.583,0.786,-3.142,0.0301,0.0208,0.0,0.188,0.573,123.055
I Won't Give Up,Jason Mraz,Love Is a Four Letter Word (Deluxe Edition),https://open.spotify.com/track/53QF56cjZA9RTuuMZDrSA6,acoustic,0.483,0.303,-10.058,0.0429,0.694,0.0,0.115,0.139,133.406
Come On Get Higher,Matt Nathanson,Some Mad Hope,https://open.spotify.com/track/38YgZVHPWOWsKrsCXz6JyP,acoustic,0.672,0.623,-5.699,0.0297,0.241,0.0,0.0848,0.617,92.018
You Are the Best Thing,Ray LaMontagne,Gossip In The Grain,https://open.spotify.com/track/1jyddn36UN4tVsJGtaJfem,acoustic,0.578,0.727,-4.872,0.0332,0.0304,1.99e-05,0.172,0.885,170.593
Two Birds,Regina Spektor,Far,https://open.spotify.com/track/2n0U2OG5d6TuW5mKx7YrC0,acoustic,0.546,0.5,-8.881,0.0379,0.802,0.00108,0.107,0.449,150.92
Calm Down (with Selena Gomez),Rema,Calm Down (with Selena Gomez),https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8,afrobeat,0.801,0.806,-5.206,0.0381,0.382,0.000669,0.114,0.802,106.999
People,Libianca,People,https://open.spotify.com/track/26b3oVLrRUaaybJulow9kz,afrobeat,0.573,0.422,-7.621,0.0678,0.551,1.31e-05,0.102,0.693,124.357
Am I Wrong,Nico & Vinz,Black Star Elephant,https://open.spotify.com/track/1fidCEsYlaVE3pHwKCvpFZ,afrobeat,0.729,0.675,-6.003,0.0312,0.175,1.58e-06,0.55,0.779,119.968
Calm Down (with Selena Gomez),Rema,Rave & Roses Ultra,https://open.spotify.com/track/1s7oOCT8vauUh01PbJD6ps,afrobeat,0.799,0.802,-5.196,0.0371,0.429,0.00128,0.171,0.811,107.008
love nwantiti (ah ah ah),CKay,CKay The First,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g,afrobeat,0.727,0.739,-3.805,0.0411,0.365,0.00137,0.161,0.533,93.005
Last Last,Burna Boy,"Love, Damini",https://open.spotify.com/track/5YbPxJwPfrj7uswNwoF1pJ,afrobeat,0.795,0.565,-4.457,0.0948,0.131,0.0,0.0802,0.55,87.925
City Boys,Burna Boy,I Told Them...,https://open.spotify.com/track/4RoKNqyZ9622tcAeNPNv5k,afrobeat,0.808,0.634,-6.764,0.172,0.0851,0.0,0.127,0.569,100.03
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),https://open.spotify.com/track/09gysnJpfQ3ublBmJDfcEC,afrobeat,0.87,0.523,-8.052,0.0602,0.433,2.07e-05,0.113,0.319,110.02
Essence (feat. Tems),Wizkid,Made In Lagos,https://open.spotify.com/track/5FG7Tl93LdH117jEKYl3Cm,afrobeat,0.849,0.707,-6.002,0.113,0.0266,8.58e-06,0.618,0.602,104.027
Calm Down,Rema,Calm Down,https://open.spotify.com/track/6hgoYQDUcPyCz7LcTUHKxa,afrobeat,0.811,0.781,-6.333,0.0428,0.376,0.001,0.121,0.824,107.007
Sweater Weather,The Neighbourhood,I Love You.,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,alt-rock,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053
Everlong,Foo Fighters,The Colour And The Shape,https://open.spotify.com/track/5UWwZ5lm5PKu6eKsHAGxOk,alt-rock,0.413,0.881,-5.541,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066
Mr. Brightside,The Killers,Hot Fuss,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B,alt-rock,0.352,0.911,-5.23,0.0747,0.00121,0.0,0.0995,0.236,148.033
Creep,Radiohead,Pablo Honey,https://open.spotify.com/track/70LcF31zb1H0PyJoS1Sx1r,alt-rock,0.515,0.43,-9.935,0.0372,0.0097,0.000133,0.129,0.104,91.844
The Middle,Jimmy Eat World,Bleed American,https://open.spotify.com/track/6GG73Jik4jUlQCkKg9JuGO,alt-rock,0.643,0.849,-5.428,0.0526,0.0371,0.0,0.058,0.903,162.152
Cigarette Daydreams,Cage The Elephant,Melophobia,https://open.spotify.com/track/2tznHmp70DxMyr2XhWLOW0,alt-rock,0.636,0.676,-3.442,0.0263,0.0807,0.0,0.0831,0.273,113.98
Daddy Issues,The Neighbourhood,Wiped Out!,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5,alt-rock,0.588,0.521,-9.461,0.0329,0.0678,0.149,0.123,0.337,85.012
Seven Nation Army,The White Stripes,Elephant,https://open.spotify.com/track/3dPQuX8Gs42Y7b454ybpMR,alt-rock,0.743,0.446,-7.807,0.0683,0.0039,0.118,0.337,0.278,123.596
You Get Me So High,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,https://open.spotify.com/track/7zwn1eykZtZ5LODrf7c0tS,alt-rock,0.551,0.881,-6.099,0.0542,0.186,0.0791,0.152,0.387,88.036
Feel Good Inc.,Gorillaz,Demon Days,https://open.spotify.com/track/0d28khcov6AiegSCpG5TuT,alt-rock,0.818,0.705,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559
Sweater Weather,The Neighbourhood,I Love You.,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,alternative,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053
Everlong,Foo Fighters,The Colour And The Shape,https://open.spotify.com/track/5UWwZ5lm5PKu6eKsHAGxOk,alternative,0.413,0.881,-5.541,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066
Mr. Brightside,The Killers,Hot Fuss,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B,alternative,0.352,0.911,-5.23,0.0747,0.00121,0.0,0.0995,0.236,148.033
Creep,Radiohead,Pablo Honey,https://open.spotify.com/track/70LcF31zb1H0PyJoS1Sx1r,alternative,0.515,0.43,-9.935,0.0372,0.0097,0.000133,0.129,0.104,91.844
The Middle,Jimmy Eat World,Bleed American,https://open.spotify.com/track/6GG73Jik4jUlQCkKg9JuGO,alternative,0.643,0.849,-5.428,0.0526,0.0371,0.0,0.058,0.903,162.152
What It Is (Solo Version),Doechii,What It Is (Versions),https://open.spotify.com/track/73RbfOTJIjHzi2pcVHjeHM,alternative,0.74,0.758,-5.851,0.0921,0.061,1.44e-06,0.0967,0.757,171.925
Daddy Issues,The Neighbourhood,Wiped Out!,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5,alternative,0.588,0.521,-9.461,0.0329,0.0678,0.149,0.123,0.337,85.012
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,At What Cost,https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg,alternative,0.728,0.607,-8.417,0.132,0.133,0.0,0.0864,0.445,129.938
Cigarette Daydreams,Cage The Elephant,Melophobia,https://open.spotify.com/track/2tznHmp70DxMyr2XhWLOW0,alternative,0.636,0.676,-3.442,0.0263,0.0807,0.0,0.0831,0.273,113.98
You Get Me So High,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,https://open.spotify.com/track/7zwn1eykZtZ5LODrf7c0tS,alternative,0.551,0.881,-6.099,0.0542,0.186,0.0791,0.152,0.387,88.036
Apocalypse,Cigarettes After Sex,Cigarettes After Sex,https://open.spotify.com/track/0yc6Gst2xkRu0eMLeRMGCX,ambient,0.37,0.467,-9.013,0.0273,0.0205,0.572,0.109,0.182,94.485
Sunsetz,Cigarettes After Sex,Cigarettes After Sex,https://open.spotify.com/track/0SpkyS1Q4MD8GaVcP5YjT4,ambient,0.405,0.479,-9.396,0.0301,0.0527,0.795,0.0974,0.131,75.37
K.,Cigarettes After Sex,Cigarettes After Sex,https://open.spotify.com/track/1FWsomP9StpCcXNWmJk8Cl,ambient,0.454,0.4,-10.261,0.0265,0.139,0.846,0.137,0.327,93.719
Cry,Cigarettes After Sex,Cry,https://open.spotify.com/track/3p4hRhMcb6ch8OLtATMaLw,ambient,0.406,0.399,-10.449,0.0278,0.756,0.678,0.112,0.163,142.83
Sweet,Cigarettes After Sex,Cigarettes After Sex,https://open.spotify.com/track/6ilc4vQcwMPlvAHFfsTGng,ambient,0.45,0.511,-9.073,0.0276,0.353,0.766,0.139,0.115,96.563
Poison Tree,Grouper,Inca Ore / Grouper,https://open.spotify.com/track/6Q5uDNuuFYa8ToL3CCoHPC,ambient,0.224,0.139,-22.587,0.0354,0.961,0.913,0.108,0.213,111.316
Anchor,Novo Amor,Bathing Beach,https://open.spotify.com/track/7qH9Z4dJEN0l9bidizW7fq,ambient,0.457,0.407,-11.475,0.0308,0.805,0.884,0.126,0.126,117.053
State Lines,Novo Amor,Birthplace,https://open.spotify.com/track/7CoMBpPTwQi2wPT0U0Nr9b,ambient,0.509,0.31,-10.623,0.0313,0.959,0.229,0.0963,0.151,137.474
Heavenly,Cigarettes After Sex,Cry,https://open.spotify.com/track/70YTBH8vOGJNMhy6186yFm,ambient,0.535,0.437,-9.187,0.0248,0.669,0.688,0.11,0.127,105.22
Experience,Ludovico Einaudi,In A Time Lapse,https://open.spotify.com/track/1BncfTJAWxrsxyT9culBrj,ambient,0.447,0.449,-10.634,0.0376,0.934,0.961,0.0697,0.036,92.468
Bite Me,ENHYPEN,DARK BLOOD,https://open.spotify.com/track/7mpdNiaQvygj2rHoxkzMfa,anime,0.795,0.781,-4.647,0.141,0.285,0.0,0.108,0.687,104.972
KICK BACK,Kenshi Yonezu,KICK BACK,https://open.spotify.com/track/3khEEPRyBeOUabbmOPJzAG,anime,0.577,0.941,-5.17,0.105,0.00207,3.36e-06,0.0891,0.292,101.921
Drunk-Dazed,ENHYPEN,BORDER : CARNIVAL,https://open.spotify.com/track/1wcr8DjnN59Awev8nnKpQ4,anime,0.599,0.869,-5.174,0.0618,0.000707,0.0,0.0911,0.453,132.889
Kaikai Kitan,Eve,Kaikai Kitan / Ao No Waltz,https://open.spotify.com/track/6y4GYuZszeXNOXuBFsJlos,anime,0.584,0.911,-3.515,0.09,0.0119,0.0,0.119,0.606,92.502
FEVER,ENHYPEN,BORDER : CARNIVAL,https://open.spotify.com/track/0UzymivvUH5s8z4PeWZJaK,anime,0.6,0.713,-5.079,0.0592,0.0642,0.0,0.142,0.471,72.999
Polaroid Love,ENHYPEN,DIMENSION : ANSWER,https://open.spotify.com/track/5elW2CKSoqjYoJ32AGDxf1,anime,0.738,0.67,-3.766,0.0439,0.458,0.0,0.361,0.651,138.055
紅蓮華,LiSA,LEO-NiNE,https://open.spotify.com/track/0qMip0B2D4ePEjBJvAtYre,anime,0.541,0.977,-2.828,0.157,0.00321,5.13e-05,0.0796,0.263,134.938
She Bad,Khantrast,She Bad,https://open.spotify.com/track/0VjBlyHOKvMwbSdMmyiFEp,anime,0.589,0.845,-5.496,0.198,0.122,0.0,0.158,0.664,170.225
EMPTY DREAMS,CYPARISS,EMPTY DREAMS,https://open.spotify.com/track/2HhzV3FY4eZGueF0KpXZUo,anime,0.778,0.782,-5.07,0.152,0.5,0.93,0.426,0.446,160.05
Sacrifice (Eat Me Up),ENHYPEN,DARK BLOOD,https://open.spotify.com/track/58ItBuVuKc03DvqSeZFnH1,anime,0.536,0.727,-4.707,0.085,0.444,0.0,0.102,0.529,68.985
To the Hellfire,Lorna Shore,To the Hellfire,https://open.spotify.com/track/0O26gtfjuscAOnQobjNPPL,black-metal,0.388,0.83,-3.035,0.0922,2.68e-05,0.0212,0.0946,0.144,129.98
Ghost Of Me,Make Them Suffer,Ghost Of Me,https://open.spotify.com/track/25Yfk4XBeglz1QoXhDqJ2w,black-metal,0.318,0.922,-3.936,0.154,0.000119,0.000113,0.3,0.288,140.048
Erase Me,Make Them Suffer,How To Survive A Funeral,https://open.spotify.com/track/0snhTvHSZ5ACrvdcVWeCDS,black-metal,0.488,0.903,-5.244,0.0698,0.000103,0.000219,0.218,0.189,94.037
Pain Remains I: Dancing Like Flames,Lorna Shore,Pain Remains,https://open.spotify.com/track/227jOVNY1MrE5MkUcQRhsk,black-metal,0.29,0.799,-4.361,0.0679,0.000166,0.894,0.594,0.0351,125.021
Doomswitch,Make Them Suffer,Doomswitch,https://open.spotify.com/track/6pUUtKVRmODliJWTyY2pet,black-metal,0.249,0.951,-4.062,0.211,2.49e-05,0.0134,0.0892,0.117,143.018
Of the Abyss,Lorna Shore,...And I Return To Nothingness - EP,https://open.spotify.com/track/3wzAXBZ6mhuYEzf2IJAbDc,black-metal,0.236,0.888,-3.563,0.139,3.1e-05,0.0457,0.11,0.107,130.132
Step One,Make Them Suffer,How To Survive A Funeral,https://open.spotify.com/track/59kan8Xe5IrcYyJrDbo6qU,black-metal,0.379,0.502,-8.941,0.0388,0.0289,0.926,0.222,0.0381,113.238
Sun//Eater,Lorna Shore,Pain Remains,https://open.spotify.com/track/1PZ1po0vZzESv0AJCURC72,black-metal,0.245,0.889,-3.401,0.0884,9.3e-05,0.835,0.239,0.052,139.775
"Pain Remains II: After All I've Done, I'll Disappear",Lorna Shore,Pain Remains,https://open.spotify.com/track/7IpJQhwrB4OYTYwOCiOxIs,black-metal,0.33,0.862,-2.611,0.0637,1.04e-05,0.372,0.406,0.118,125.031
Leech,Angelmaker,Dissentient,https://open.spotify.com/track/5XaueS6W32nmVOFqYsmoCr,black-metal,0.254,0.98,-4.348,0.138,0.00014,0.0659,0.306,0.0399,125.023
Daylight,Watchhouse,Such Jubilee,https://open.spotify.com/track/5BlGmys9VqmHZbf7eswxG1,bluegrass,0.582,0.371,-9.585,0.028,0.912,0.00784,0.108,0.163,128.756
Where Rainbows Never Die,The Steeldrivers,Reckless,https://open.spotify.com/track/2gE58DQyqgsvsK87SWUN62,bluegrass,0.603,0.341,-8.892,0.0264,0.921,0.00314,0.102,0.365,113.452
Old Ties and Companions,Watchhouse,Such Jubilee,https://open.spotify.com/track/6n7Aj8Ok0kyktLxFjcUreo,bluegrass,0.657,0.368,-9.978,0.0281,0.884,0.00293,0.109,0.522,116.221
Blue Side Of The Mountain,The Steeldrivers,The SteelDrivers,https://open.spotify.com/track/5RQsNib1m9Hxo2AIjJcdpK,bluegrass,0.586,0.657,-5.082,0.0286,0.631,0.00833,0.125,0.512,134.358
If It Hadn't Been For Love,The Steeldrivers,The SteelDrivers,https://open.spotify.com/track/7DQjWFjaiPULrsqgsZueF3,bluegrass,0.49,0.445,-7.19,0.0469,0.695,1.16e-05,0.106,0.54,159.318
Heaven Sent,The Steeldrivers,The SteelDrivers,https://open.spotify.com/track/0QRO8Mz2U4nXKBnFybworx,bluegrass,0.637,0.675,-6.893,0.0322,0.607,0.00449,0.157,0.741,107.273
When You Say Nothing At All,Alison Krauss & Union Station,Now That I've Found You: A Collection,https://open.spotify.com/track/6HveTIMynTMzTc5L0TcS20,bluegrass,0.514,0.243,-12.348,0.0288,0.752,0.00054,0.0822,0.388,171.816
Wagon Wheel,Old Crow Medicine Show,O.C.M.S.,https://open.spotify.com/track/2XgGdD5d2MW4RNx8KnIjVh,bluegrass,0.621,0.403,-8.211,0.0359,0.581,0.0,0.114,0.634,145.523
Dust in a Baggie,Billy Strings,Billy Strings - EP,https://open.spotify.com/track/2Lk8XTulavagQOrYqFpGB8,bluegrass,0.519,0.776,-7.051,0.0309,0.252,2.92e-05,0.157,0.653,137.29
The Boxer feat. Mumford & Sons and Paul Simon,Jerry Douglas,Traveler,https://open.spotify.com/track/73C8vVm2BRLLBQ8FH6N6Qm,bluegrass,0.502,0.372,-10.996,0.0313,0.677,5.61e-05,0.104,0.257,98.607
Seven Nation Army,The White Stripes,Elephant,https://open.spotify.com/track/3dPQuX8Gs42Y7b454ybpMR,blues,0.743,0.446,-7.807,0.0683,0.0039,0.118,0.337,0.278,123.596
Cigarette Daydreams,Cage The Elephant,Melophobia,https://open.spotify.com/track/2tznHmp70DxMyr2XhWLOW0,blues,0.636,0.676,-3.442,0.0263,0.0807,0.0,0.0831,0.273,113.98
Ain't No Rest for the Wicked,Cage The Elephant,Cage The Elephant (Expanded Edition),https://open.spotify.com/track/3Pzh926pXggbMe2ZpXyMV7,blues,0.636,0.849,-7.075,0.106,0.0438,0.0,0.372,0.917,156.036
For What It's Worth,Buffalo Springfield,Buffalo Springfield,https://open.spotify.com/track/1qRA5BS78u3gME0loMl9AA,blues,0.653,0.519,-10.164,0.0497,0.406,0.0209,0.101,0.822,98.883
(Sittin' On) the Dock of the Bay,Otis Redding,The Dock of the Bay (Mono),https://open.spotify.com/track/3zBhihYUHBmGd2bcQIobrF,blues,0.769,0.367,-11.226,0.0312,0.684,1.62e-05,0.081,0.535,103.621
Midnight Rider,Allman Brothers Band,Idlewild South (Deluxe Edition Remastered),https://open.spotify.com/track/1hHGUdFaiJHw9hVZGJWYO2,blues,0.585,0.532,-9.673,0.0268,0.209,0.00797,0.227,0.68,94.461
Come a Little Closer,Cage The Elephant,Melophobia,https://open.spotify.com/track/4sebUbjqbcgDSwG6PbSGI0,blues,0.44,0.778,-1.786,0.0327,0.0265,1.04e-06,0.151,0.304,148.038
At Last,Etta James,At Last!,https://open.spotify.com/track/4Hhv2vrOTy89HFRcjU3QOx,blues,0.274,0.348,-8.631,0.0293,0.547,0.0133,0.334,0.328,87.43
Lonely Boy,The Black Keys,El Camino,https://open.spotify.com/track/5G1sTBGbZT5o4PNRc75RKI,blues,0.356,0.872,-7.837,0.068,0.00417,0.00975,0.0997,0.607,166.3
Maria Maria (feat. The Product G&B),Santana,Supernatural (Remastered),https://open.spotify.com/track/3XKIUb7HzIF1Vu9usunMzc,blues,0.777,0.601,-5.931,0.126,0.0406,0.00201,0.0348,0.68,97.911
Move Your Body,Öwnboss,Move Your Body,https://open.spotify.com/track/6GomT970rCOkKAyyrwJeZi,brazil,0.848,0.821,-5.408,0.0527,0.0169,0.000403,0.0962,0.249,125.051
The Lamp Is Low,Laurindo Almeida,Classical Current,https://open.spotify.com/track/4QzZVJc6qPTtTkPem7qZRo,brazil,0.486,0.313,-14.323,0.0252,0.894,0.948,0.167,0.199,102.605
Doses & Mimosas (Vintage Culture & Zerky Remix) - Radio Edit,Vintage Culture,Doses & Mimosas (Vintage Culture & Zerky Remix) [Radio Edit],https://open.spotify.com/track/3yZsBXwiQkqLjnWYip17Uu,brazil,0.782,0.728,-6.568,0.146,0.00245,7.9e-05,0.241,0.602,122.035
The Girl From Ipanema,Antônio Carlos Jobim,Sinatra/Jobim: The Complete Reprise Recordings,https://open.spotify.com/track/5N6pQ2vYtd3Rb9w7LC8PZ9,brazil,0.541,0.321,-14.418,0.0329,0.714,0.00345,0.101,0.549,133.531
Roots Bloody Roots,Sepultura,Roots,https://open.spotify.com/track/6ursmCnbc9oDRGa2yHKkoZ,brazil,0.428,0.874,-6.664,0.128,0.000337,0.0419,0.311,0.261,119.708
En nacelle,Henrique Oswald,Oswald: Works for Piano,https://open.spotify.com/track/35otBCRXC8HdmRqndFStL0,brazil,0.429,0.0234,-29.753,0.0489,0.995,0.957,0.0962,0.0751,116.163
You Give Me A Feeling,Vintage Culture,You Give Me A Feeling,https://open.spotify.com/track/2qRKTg13LJGHO4fmQTWT7x,brazil,0.761,0.867,-6.168,0.0499,0.259,0.615,0.0689,0.679,126.03
Água de Beber,Astrud Gilberto,The Astrud Gilberto Album,https://open.spotify.com/track/3QKJELWORZZ7rUZDWeMWSA,brazil,0.653,0.319,-17.813,0.0364,0.439,0.0,0.0906,0.845,147.858
Fly Me To The Moon,Astrud Gilberto,The Shadow Of Your Smile,https://open.spotify.com/track/7ilc2TB1RZXbQJyFs5qCiC,brazil,0.595,0.306,-14.404,0.0345,0.883,0.000386,0.0733,0.464,133.63
Move Your Body - RAIZHELL Remix,Öwnboss,Move Your Body (RAIZHELL Remix),https://open.spotify.com/track/2eXBjkt4NlEI9430egVp1W,brazil,0.768,0.935,-3.171,0.0391,0.00432,0.0104,0.111,0.355,125.011
Breathe,The Prodigy,The Fat of the Land,https://open.spotify.com/track/4ZtqsOdBbS6GoedzzRGSo9,breakbeat,0.673,0.808,-6.183,0.0491,0.0121,0.878,0.037,0.303,130.041
Firestarter,The Prodigy,The Fat of the Land,https://open.spotify.com/track/1auX4gkGe7hbrOH0BXdpV4,breakbeat,0.545,0.948,-5.098,0.0779,0.00335,0.364,0.226,0.355,141.507
Smack My Bitch Up,The Prodigy,The Fat of the Land,https://open.spotify.com/track/2iwGE4y7yF8qzKc5WZ2Z8R,breakbeat,0.604,0.995,-3.641,0.164,0.00306,0.626,0.109,0.262,136.216
Cracks - Flux Pavilion Remix,Freestylers,Cracks,https://open.spotify.com/track/2grynUHH0A3faPhGjdkjeJ,breakbeat,0.499,0.826,-7.082,0.0534,0.00095,0.029,0.122,0.427,140.007
Halcyon and On and On,Orbital,Orbital 2,https://open.spotify.com/track/5xcunlfaZvD9BDQsLONI7A,breakbeat,0.577,0.729,-14.376,0.0319,0.0953,0.928,0.184,0.177,126.988
Galvanize,The Chemical Brothers,Push The Button,https://open.spotify.com/track/4bz7uB4edifWKJXSDxwHcs,breakbeat,0.745,0.714,-3.681,0.0751,0.0141,0.0222,0.363,0.365,104.003
Speakerbox (feat. Lafa Taylor),Bassnectar,Into the Sun,https://open.spotify.com/track/3NPYT4nilQ6YW1uA8I7orI,breakbeat,0.507,0.934,-2.325,0.188,0.00936,0.00175,0.222,0.471,175.954
Hey Boy Hey Girl,The Chemical Brothers,Surrender,https://open.spotify.com/track/7kXmJwrZGIhDaLT9sNo3ut,breakbeat,0.632,0.92,-4.976,0.0531,0.119,0.508,0.114,0.363,127.001
Name Of The Game,The Crystal Method,Tweekend,https://open.spotify.com/track/4XKEVz0X1BIDhCAfb782tm,breakbeat,0.522,0.933,-4.086,0.0544,0.000113,0.724,0.112,0.679,181.957
One Too Many Mornings,The Chemical Brothers,Exit Planet Dust,https://open.spotify.com/track/0lOzGDHcPlUB1ZvXMWQ0Oh,breakbeat,0.62,0.558,-11.422,0.0407,0.171,0.916,0.157,0.539,171.827
Set Fire to the Rain,Adele,21,https://open.spotify.com/track/73CMRj62VK8nUS4ezD2wvi,british,0.603,0.67,-3.882,0.0249,0.00408,1.68e-06,0.112,0.446,107.993
"Paint It, Black",The Rolling Stones,Aftermath,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,british,0.464,0.795,-9.267,0.0926,0.0493,0.00244,0.399,0.612,158.691
Here Comes The Sun - Remastered 2009,The Beatles,Abbey Road (Remastered),https://open.spotify.com/track/6dGnYIeXmHdcikdzNNDMm2,british,0.557,0.54,-10.484,0.0347,0.0339,0.00248,0.179,0.394,129.171
Someone Like You,Adele,21,https://open.spotify.com/track/1zwMYTA5nlNjZxYrvBB2pV,british,0.556,0.319,-8.251,0.0281,0.893,0.0,0.0996,0.294,135.187
Rolling in the Deep,Adele,21,https://open.spotify.com/track/1c8gk2PeTE04A1pIDH9YMk,british,0.73,0.769,-5.114,0.0298,0.138,0.0,0.0473,0.507,104.948
Return of the Mack,Mark Morrison,Return of the Mack,https://open.spotify.com/track/3jDdpx9PMlfMBS5tOBHFm9,british,0.715,0.833,-5.379,0.108,0.00631,0.0,0.164,0.612,95.487
Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,https://open.spotify.com/track/2nGFzvICaeEWjIrBrL2RAx,british,0.739,0.511,-7.844,0.0362,0.167,1.34e-06,0.133,0.542,96.038
Love In The Dark,Adele,25,https://open.spotify.com/track/7B5Npv8NjjTCzk8PLpU66h,british,0.331,0.341,-6.057,0.0309,0.528,0.0,0.109,0.152,109.821
Beast Of Burden - Remastered 1994,The Rolling Stones,Some Girls,https://open.spotify.com/track/77oU2rjC5XbjQfNe3bD6so,british,0.783,0.878,-3.864,0.0308,0.39,0.000778,0.0426,0.885,100.626
Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,Distant Light (1999 Remaster),https://open.spotify.com/track/5UwbnHhjnbinJH8TefuQfN,british,0.757,0.868,-9.326,0.062,0.411,0.00221,0.355,0.815,138.923
十年,Eason Chan,黑·白·灰,https://open.spotify.com/track/25pWemriUQVrZ3yIiS2IBf,cantopop,0.6,0.468,-9.126,0.0335,0.865,3.13e-06,0.104,0.203,123.987
富士山下,Eason Chan,What's Going On...?,https://open.spotify.com/track/3cthRwQ2X0SNTaauD7tjn5,cantopop,0.475,0.44,-10.48,0.0354,0.499,0.0,0.25,0.528,103.371
海闊天空,Beyond,華納廿三週年紀念精選系列 - Beyond,https://open.spotify.com/track/77uktQePd9IdeMPVWlu1cO,cantopop,0.311,0.311,-11.516,0.0323,0.69,0.0,0.195,0.369,76.951
孤勇者 - 《英雄聯盟:雙城之戰》動畫劇集中文主題曲,Eason Chan,孤勇者 (《英雄聯盟:雙城之戰》動畫劇集中文主題曲),https://open.spotify.com/track/6akVETVeqqPVvuBS5e0EB1,cantopop,0.615,0.535,-6.847,0.032,0.63,0.0,0.0907,0.293,130.025
就让这大雨全都落下,Joey Yung,就让这大雨全都落下,https://open.spotify.com/track/0J3GWS0Bv6I1reM1J69UBM,cantopop,0.521,0.61,-6.384,0.0388,0.456,0.0,0.364,0.399,136.001
淘汰,Eason Chan,認了吧,https://open.spotify.com/track/3aawXLnJpcDVXCl1UUksAW,cantopop,0.512,0.551,-5.483,0.0295,0.192,0.0,0.302,0.206,117.978
囍帖街,Kay Tse,Binary,https://open.spotify.com/track/3hU9nGBhYJQwvF8BJ4PUcE,cantopop,0.612,0.491,-7.803,0.0295,0.792,0.0,0.127,0.492,125.912
單車,Eason Chan,Shall We Dance? Shall We Talk!,https://open.spotify.com/track/2AllsVsmrJkEwXPXwDBCQu,cantopop,0.635,0.35,-10.591,0.0284,0.754,0.0,0.0743,0.307,130.067
因為愛情,Eason Chan,Stranger Under My Skin,https://open.spotify.com/track/6WOwRdX67b4VKujGIal4tK,cantopop,0.412,0.205,-11.245,0.0316,0.858,0.0,0.104,0.297,175.942
可惜我是水瓶座,Miriam Yeung,Miriam's Music Box,https://open.spotify.com/track/1sWUT5hSawhEctQEQrVQdn,cantopop,0.537,0.385,-6.216,0.0391,0.841,0.0,0.0948,0.554,169.98
Dancin - Krono Remix,Aaron Smith,Ibiza 2019,https://open.spotify.com/track/4IlqQhaxrGPxmg35YcXXuS,chicago-house,0.751,0.727,-9.789,0.0304,0.0442,0.0338,0.1,0.28,119.982
Dancin (feat. Luvli) - Krono Remix,Aaron Smith,Dancin (feat. Luvli) [Krono Remix],https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,chicago-house,0.72,0.741,-6.529,0.0287,0.101,1.41e-05,0.289,0.357,119.896
